,minutes_x,playerid,web_name,element_type,team,now_cost,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw
4009,0.0,475.0,Taylor,2.0,17.0,39.0,0.00,0.00,0.00,0.00
4010,0.0,475.0,Taylor,2.0,17.0,39.0,0.00,0.00,0.00,0.00
4011,0.0,475.0,Taylor,2.0,17.0,39.0,0.00,0.00,0.00,0.00
4025,90.0,476.0,Walker-Peters,2.0,17.0,43.0,0.00,0.51,0.51,5.43
4026,90.0,476.0,Walker-Peters,2.0,17.0,43.0,0.00,0.07,0.07,2.29
4027,90.0,476.0,Walker-Peters,2.0,17.0,43.0,0.02,0.01,0.03,2.44
4028,90.0,476.0,Walker-Peters,2.0,17.0,43.0,0.00,0.02,0.02,1.04
4042,90.0,477.0,Wood,2.0,17.0,40.0,0.00,0.00,0.00,5.43
4043,90.0,477.0,Wood,2.0,17.0,40.0,0.00,0.01,0.01,2.29
4044,75.0,477.0,Wood,2.0,17.0,40.0,0.18,0.01,0.19,1.21
4045,90.0,477.0,Wood,2.0,17.0,40.0,0.00,0.00,0.00,1.04
4059,0.0,518.0,Downes,3.0,17.0,48.0,0.00,0.00,0.00,0.00
4060,78.0,518.0,Downes,3.0,17.0,48.0,0.00,0.01,0.01,1.17
4061,90.0,518.0,Downes,3.0,17.0,48.0,0.00,0.01,0.01,2.44
4062,90.0,518.0,Downes,3.0,17.0,48.0,0.00,0.00,0.00,1.04
4076,0.0,574.0,Pivas,2.0,15.0,40.0,0.00,0.00,0.00,0.00
4077,0.0,574.0,Pivas,2.0,15.0,40.0,0.00,0.00,0.00,0.00
4078,0.0,574.0,Pivas,2.0,15.0,40.0,0.00,0.00,0.00,0.00
4079,0.0,574.0,Pivas,2.0,15.0,40.0,0.00,0.00,0.00,0.00
4093,28.0,584.0,Brereton Díaz,3.0,17.0,49.0,0.00,0.00,0.00,1.86
4094,11.0,584.0,Brereton Díaz,3.0,17.0,49.0,0.00,0.01,0.01,1.11
4095,0.0,584.0,Brereton Díaz,3.0,17.0,49.0,0.00,0.00,0.00,0.00
4096,0.0,584.0,Brereton Díaz,3.0,17.0,49.0,0.00,0.00,0.00,0.00
4110,0.0,590.0,Osula,4.0,15.0,49.0,0.00,0.00,0.00,0.00
4111,0.0,590.0,Osula,4.0,15.0,49.0,0.00,0.00,0.00,0.00
4112,17.0,590.0,Osula,4.0,15.0,49.0,0.00,0.02,0.02,0.00
4113,0.0,590.0,Osula,4.0,15.0,49.0,0.00,0.00,0.00,0.00
4127,0.0,608.0,Dibling,3.0,17.0,45.0,0.00,0.00,0.00,0.00
4128,90.0,608.0,Dibling,3.0,17.0,45.0,0.00,0.03,0.03,2.29
4129,90.0,608.0,Dibling,3.0,17.0,45.0,0.08,0.08,0.16,2.44
4130,45.0,608.0,Dibling,3.0,17.0,45.0,0.00,0.03,0.03,0.26
4144,0.0,59.0,Aarons,2.0,3.0,43.0,0.00,0.00,0.00,0.00
4145,0.0,59.0,Aarons,2.0,3.0,43.0,0.00,0.00,0.00,0.00
4146,0.0,59.0,Aarons,2.0,3.0,43.0,0.00,0.00,0.00,0.00
4147,0.0,59.0,Aarons,2.0,3.0,43.0,0.00,0.00,0.00,0.00
4161,90.0,60.0,Adams,3.0,3.0,49.0,0.61,0.04,0.65,0.58
4162,0.0,60.0,Adams,3.0,3.0,49.0,0.00,0.00,0.00,0.00
4163,22.0,60.0,Adams,3.0,3.0,49.0,0.04,0.01,0.05,1.15
4164,88.0,60.0,Adams,3.0,3.0,49.0,0.00,0.01,0.01,1.83
4178,0.0,61.0,Anthony,3.0,3.0,45.0,0.00,0.00,0.00,0.00
4179,0.0,61.0,Anthony,3.0,3.0,45.0,0.00,0.00,0.00,0.00
4180,0.0,61.0,Anthony,3.0,3.0,45.0,0.00,0.00,0.00,0.00
4181,0.0,61.0,Anthony,3.0,3.0,45.0,0.00,0.00,0.00,0.00
4195,5.0,62.0,Brooks,3.0,3.0,49.0,0.00,0.00,0.00,0.04
4196,16.0,62.0,Brooks,3.0,3.0,49.0,0.27,0.00,0.27,0.19
4197,22.0,62.0,Brooks,3.0,3.0,49.0,0.07,0.01,0.08,1.15
4198,1.0,62.0,Brooks,3.0,3.0,49.0,0.00,0.01,0.01,0.43
4212,76.0,63.0,Christie,3.0,3.0,49.0,0.07,0.08,0.15,0.53
4213,85.0,63.0,Christie,3.0,3.0,49.0,0.02,0.28,0.30,1.22
4214,90.0,63.0,Christie,3.0,3.0,49.0,0.25,0.38,0.63,2.18
4215,90.0,63.0,Christie,3.0,3.0,49.0,0.00,0.11,0.11,2.26
4229,13.0,64.0,Cook,3.0,3.0,50.0,0.00,0.00,0.00,0.06
4230,90.0,64.0,Cook,3.0,3.0,50.0,0.10,0.06,0.16,1.32
4231,90.0,64.0,Cook,3.0,3.0,50.0,0.00,0.05,0.05,2.18
4232,45.0,64.0,Cook,3.0,3.0,50.0,0.00,0.01,0.01,1.25
4246,5.0,65.0,Enes Ünal,4.0,3.0,54.0,0.28,0.02,0.30,0.04
4247,27.0,65.0,Enes Ünal,4.0,3.0,54.0,0.78,0.00,0.78,0.48
4248,10.0,65.0,Enes Ünal,4.0,3.0,54.0,0.09,0.00,0.09,0.93
4249,19.0,65.0,Enes Ünal,4.0,3.0,54.0,0.07,0.00,0.07,0.75
4263,0.0,66.0,Faivre,3.0,3.0,50.0,0.00,0.00,0.00,0.00
4264,0.0,66.0,Faivre,3.0,3.0,50.0,0.00,0.00,0.00,0.00
4265,0.0,66.0,Faivre,3.0,3.0,50.0,0.00,0.00,0.00,0.00
4266,0.0,66.0,Faivre,3.0,3.0,50.0,0.00,0.00,0.00,0.00
4280,0.0,67.0,H.Traorè,3.0,3.0,45.0,0.00,0.00,0.00,0.00
4281,0.0,67.0,H.Traorè,3.0,3.0,45.0,0.00,0.00,0.00,0.00
4282,0.0,67.0,H.Traorè,3.0,3.0,45.0,0.00,0.00,0.00,0.00
4283,0.0,67.0,H.Traorè,3.0,3.0,45.0,0.00,0.00,0.00,0.00
4297,0.0,68.0,Hill,2.0,3.0,39.0,0.00,0.00,0.00,0.00
4298,4.0,68.0,Hill,2.0,3.0,39.0,0.00,0.00,0.00,0.09
4299,0.0,68.0,Hill,2.0,3.0,39.0,0.00,0.00,0.00,0.00
4300,1.0,68.0,Hill,2.0,3.0,39.0,0.00,0.00,0.00,0.43
4314,0.0,69.0,Jebbison,4.0,3.0,45.0,0.00,0.00,0.00,0.00
4315,0.0,69.0,Jebbison,4.0,3.0,45.0,0.00,0.00,0.00,0.00
4316,0.0,69.0,Jebbison,4.0,3.0,45.0,0.00,0.00,0.00,0.00
4317,0.0,69.0,Jebbison,4.0,3.0,45.0,0.00,0.00,0.00,0.00
4331,90.0,70.0,Kerkez,2.0,3.0,47.0,0.00,0.09,0.09,0.58
4332,90.0,70.0,Kerkez,2.0,3.0,47.0,0.00,0.12,0.12,1.32
4333,90.0,70.0,Kerkez,2.0,3.0,47.0,0.03,0.03,0.06,2.18
4334,90.0,70.0,Kerkez,2.0,3.0,47.0,0.06,0.01,0.07,2.26
4348,63.0,71.0,Kluivert,3.0,3.0,55.0,0.16,0.00,0.16,0.47
4349,62.0,71.0,Kluivert,3.0,3.0,55.0,0.29,0.06,0.35,0.83
4350,79.0,71.0,Kluivert,3.0,3.0,55.0,0.10,0.03,0.13,1.25
4351,77.0,71.0,Kluivert,3.0,3.0,55.0,0.84,0.01,0.85,1.59
4365,0.0,72.0,Mepham,2.0,3.0,44.0,0.00,0.00,0.00,0.00
4366,0.0,72.0,Mepham,2.0,3.0,44.0,0.00,0.00,0.00,0.00
4367,0.0,72.0,Mepham,2.0,3.0,44.0,0.00,0.00,0.00,0.00
4368,0.0,72.0,Mepham,2.0,3.0,44.0,0.00,0.00,0.00,0.00
4382,0.0,73.0,Neto,1.0,1.0,42.0,0.00,0.00,0.00,0.00
4383,0.0,73.0,Neto,1.0,1.0,42.0,0.00,0.00,0.00,0.00
4384,0.0,73.0,Neto,1.0,1.0,42.0,0.00,0.00,0.00,0.00
4385,0.0,73.0,Neto,1.0,1.0,42.0,0.00,0.00,0.00,0.00
4399,26.0,74.0,O.Dango,3.0,3.0,50.0,0.71,0.12,0.83,0.11
4400,27.0,74.0,O.Dango,3.0,3.0,50.0,0.62,0.02,0.64,0.48
4401,90.0,74.0,O.Dango,3.0,3.0,50.0,0.38,0.15,0.53,2.18
4402,90.0,74.0,O.Dango,3.0,3.0,50.0,0.00,0.26,0.26,2.26
4416,0.0,75.0,Paulsen,1.0,3.0,40.0,0.00,0.00,0.00,0.00
4417,0.0,75.0,Paulsen,1.0,3.0,40.0,0.00,0.00,0.00,0.00
4418,0.0,75.0,Paulsen,1.0,3.0,40.0,0.00,0.00,0.00,0.00
4419,0.0,75.0,Paulsen,1.0,3.0,40.0,0.00,0.00,0.00,0.00
4433,5.0,76.0,Philip,3.0,3.0,48.0,0.00,0.33,0.33,0.04
4434,16.0,76.0,Philip,3.0,3.0,48.0,0.02,0.41,0.43,0.19
4435,10.0,76.0,Philip,3.0,3.0,48.0,0.31,0.03,0.34,0.93
4436,12.0,76.0,Philip,3.0,3.0,48.0,0.00,0.01,0.01,0.67
4450,0.0,77.0,Scott,3.0,3.0,47.0,0.00,0.00,0.00,0.00
4451,0.0,77.0,Scott,3.0,3.0,47.0,0.00,0.00,0.00,0.00
4452,0.0,77.0,Scott,3.0,3.0,47.0,0.00,0.00,0.00,0.00
4453,0.0,77.0,Scott,3.0,3.0,47.0,0.00,0.00,0.00,0.00
4467,84.0,78.0,Semenyo,3.0,3.0,56.0,0.11,0.10,0.21,0.55
4468,90.0,78.0,Semenyo,3.0,3.0,56.0,0.13,0.12,0.25,1.32
4469,67.0,78.0,Semenyo,3.0,3.0,56.0,0.39,0.06,0.45,1.03
4470,88.0,78.0,Semenyo,3.0,3.0,56.0,0.23,0.01,0.24,1.83
4484,0.0,79.0,Senesi,2.0,3.0,47.0,0.00,0.00,0.00,0.00
4485,0.0,79.0,Senesi,2.0,3.0,47.0,0.00,0.00,0.00,0.00
4486,0.0,79.0,Senesi,2.0,3.0,47.0,0.00,0.00,0.00,0.00
4487,0.0,79.0,Senesi,2.0,3.0,47.0,0.00,0.00,0.00,0.00
4501,0.0,80.0,Sinisterra,3.0,3.0,48.0,0.00,0.00,0.00,0.00
4502,0.0,80.0,Sinisterra,3.0,3.0,48.0,0.00,0.00,0.00,0.00
4503,0.0,80.0,Sinisterra,3.0,3.0,48.0,0.00,0.00,0.00,0.00
4504,0.0,80.0,Sinisterra,3.0,3.0,48.0,0.00,0.00,0.00,0.00
4518,90.0,81.0,Smith,2.0,3.0,45.0,0.00,0.01,0.01,0.58
4519,62.0,81.0,Smith,2.0,3.0,45.0,0.00,0.03,0.03,0.83
4520,67.0,81.0,Smith,2.0,3.0,45.0,0.00,0.00,0.00,1.03
4521,45.0,81.0,Smith,2.0,3.0,45.0,0.00,0.01,0.01,1.02
4535,84.0,83.0,Tavernier,3.0,3.0,54.0,0.46,0.28,0.74,0.55
4536,73.0,83.0,Tavernier,3.0,3.0,54.0,1.01,0.07,1.08,1.13
4537,0.0,83.0,Tavernier,3.0,3.0,54.0,0.00,0.00,0.00,0.00
4538,0.0,83.0,Tavernier,3.0,3.0,54.0,0.00,0.00,0.00,0.00
4552,0.0,84.0,Travers,1.0,3.0,44.0,0.00,0.00,0.00,0.00
4553,0.0,84.0,Travers,1.0,3.0,44.0,0.00,0.00,0.00,0.00
4554,0.0,84.0,Travers,1.0,3.0,44.0,0.00,0.00,0.00,0.00
4555,0.0,84.0,Travers,1.0,3.0,44.0,0.00,0.00,0.00,0.00
4569,90.0,85.0,Zabarnyi,2.0,3.0,44.0,0.00,0.00,0.00,0.58
4570,90.0,85.0,Zabarnyi,2.0,3.0,44.0,0.00,0.01,0.01,1.32
4571,90.0,85.0,Zabarnyi,2.0,3.0,44.0,0.12,0.00,0.12,2.18
4572,90.0,85.0,Zabarnyi,2.0,3.0,44.0,0.00,0.02,0.02,2.26
4586,62.0,422.0,Aina,2.0,16.0,50.0,0.00,0.28,0.28,2.10
4587,90.0,422.0,Aina,2.0,16.0,50.0,0.00,0.05,0.05,1.60
4588,90.0,422.0,Aina,2.0,16.0,50.0,0.00,0.01,0.01,0.42
4589,90.0,422.0,Aina,2.0,16.0,50.0,0.21,0.01,0.22,0.72
4603,27.0,423.0,Anderson,3.0,16.0,50.0,0.03,0.03,0.06,0.31
4604,90.0,423.0,Anderson,3.0,16.0,50.0,0.03,0.09,0.12,1.60
4605,90.0,423.0,Anderson,3.0,16.0,50.0,0.09,0.59,0.68,0.42
4606,63.0,423.0,Anderson,3.0,16.0,50.0,0.00,0.28,0.28,0.54
4620,28.0,424.0,Awoniyi,4.0,16.0,55.0,0.00,0.02,0.02,0.31
4621,1.0,424.0,Awoniyi,4.0,16.0,55.0,0.00,0.00,0.00,0.12
4622,0.0,424.0,Awoniyi,4.0,16.0,55.0,0.00,0.00,0.00,0.00
4623,1.0,424.0,Awoniyi,4.0,16.0,55.0,0.00,0.00,0.00,0.00
4637,0.0,425.0,Boly,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4638,0.0,425.0,Boly,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4639,1.0,425.0,Boly,2.0,16.0,42.0,0.00,0.00,0.00,0.05
4640,0.0,425.0,Boly,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4654,0.0,426.0,Bowler,3.0,16.0,45.0,0.00,0.00,0.00,0.00
4655,0.0,426.0,Bowler,3.0,16.0,45.0,0.00,0.00,0.00,0.00
4656,0.0,426.0,Bowler,3.0,16.0,45.0,0.00,0.00,0.00,0.00
4657,0.0,426.0,Bowler,3.0,16.0,45.0,0.00,0.00,0.00,0.00
4671,0.0,427.0,C.Miguel,1.0,16.0,42.0,0.00,0.00,0.00,0.00
4672,0.0,427.0,C.Miguel,1.0,16.0,42.0,0.00,0.00,0.00,0.00
4673,0.0,427.0,C.Miguel,1.0,16.0,42.0,0.00,0.00,0.00,0.00
4674,0.0,427.0,C.Miguel,1.0,16.0,42.0,0.00,0.00,0.00,0.00
4688,27.0,428.0,Da Silva Moreira,3.0,16.0,44.0,0.00,0.00,0.00,0.31
4689,0.0,428.0,Da Silva Moreira,3.0,16.0,44.0,0.00,0.00,0.00,0.00
4690,0.0,428.0,Da Silva Moreira,3.0,16.0,44.0,0.00,0.00,0.00,0.00
4691,0.0,428.0,Da Silva Moreira,3.0,16.0,44.0,0.00,0.00,0.00,0.00
4705,0.0,429.0,Danilo,3.0,16.0,47.0,0.00,0.00,0.00,0.00
4706,0.0,429.0,Danilo,3.0,16.0,47.0,0.00,0.00,0.00,0.00
4707,0.0,429.0,Danilo,3.0,16.0,47.0,0.00,0.00,0.00,0.00
4708,0.0,429.0,Danilo,3.0,16.0,47.0,0.00,0.00,0.00,0.00
4722,0.0,430.0,Dennis,4.0,16.0,49.0,0.00,0.00,0.00,0.00
4723,0.0,430.0,Dennis,4.0,16.0,49.0,0.00,0.00,0.00,0.00
4724,0.0,430.0,Dennis,4.0,16.0,49.0,0.00,0.00,0.00,0.00
4725,0.0,430.0,Dennis,4.0,16.0,49.0,0.00,0.00,0.00,0.00
4739,90.0,431.0,Dominguez,3.0,16.0,48.0,0.00,0.02,0.02,2.41
4740,11.0,431.0,Dominguez,3.0,16.0,48.0,0.00,0.00,0.00,0.20
4741,76.0,431.0,Dominguez,3.0,16.0,48.0,0.47,0.03,0.50,0.37
4742,26.0,431.0,Dominguez,3.0,16.0,48.0,0.00,0.00,0.00,0.17
4756,90.0,432.0,Elanga,3.0,16.0,51.0,0.14,0.22,0.36,2.41
4757,11.0,432.0,Elanga,3.0,16.0,51.0,0.00,0.00,0.00,0.20
4758,13.0,432.0,Elanga,3.0,16.0,51.0,0.20,0.00,0.20,0.05
4759,63.0,432.0,Elanga,3.0,16.0,51.0,0.21,0.02,0.23,0.54
4773,62.0,433.0,Gibbs-White,3.0,16.0,63.0,0.09,0.14,0.23,2.10
4774,78.0,433.0,Gibbs-White,3.0,16.0,63.0,0.11,0.31,0.42,1.40
4775,90.0,433.0,Gibbs-White,3.0,16.0,63.0,0.15,0.82,0.97,0.42
4776,74.0,433.0,Gibbs-White,3.0,16.0,63.0,0.00,0.05,0.05,0.72
4790,0.0,434.0,Hudson-Odoi,3.0,16.0,53.0,0.00,0.00,0.00,0.00
4791,89.0,434.0,Hudson-Odoi,3.0,16.0,53.0,0.00,0.04,0.04,1.48
4792,90.0,434.0,Hudson-Odoi,3.0,16.0,53.0,0.03,0.07,0.10,0.37
4793,90.0,434.0,Hudson-Odoi,3.0,16.0,53.0,0.11,0.09,0.20,0.72
4807,0.0,435.0,Mighten,3.0,16.0,45.0,0.00,0.00,0.00,0.00
4808,0.0,435.0,Mighten,3.0,16.0,45.0,0.00,0.00,0.00,0.00
4809,0.0,435.0,Mighten,3.0,16.0,45.0,0.00,0.00,0.00,0.00
4810,0.0,435.0,Mighten,3.0,16.0,45.0,0.00,0.00,0.00,0.00
4824,90.0,436.0,Murillo,2.0,16.0,46.0,0.02,0.01,0.03,2.41
4825,90.0,436.0,Murillo,2.0,16.0,46.0,0.13,0.02,0.15,1.60
4826,67.0,436.0,Murillo,2.0,16.0,46.0,0.09,0.15,0.24,0.37
4827,90.0,436.0,Murillo,2.0,16.0,46.0,0.00,0.01,0.01,0.72
4841,0.0,437.0,N.Williams,2.0,16.0,43.0,0.00,0.00,0.00,0.00
4842,90.0,437.0,N.Williams,2.0,16.0,43.0,0.02,0.00,0.02,1.60
4843,90.0,437.0,N.Williams,2.0,16.0,43.0,0.09,0.02,0.11,0.42
4844,90.0,437.0,N.Williams,2.0,16.0,43.0,0.03,0.10,0.13,0.72
4858,0.0,438.0,O.Richards,2.0,16.0,45.0,0.00,0.00,0.00,0.00
4859,0.0,438.0,O.Richards,2.0,16.0,45.0,0.00,0.00,0.00,0.00
4860,0.0,438.0,O.Richards,2.0,16.0,45.0,0.00,0.00,0.00,0.00
4861,0.0,438.0,O.Richards,2.0,16.0,45.0,0.00,0.00,0.00,0.00
4875,0.0,439.0,O'Brien,3.0,16.0,50.0,0.00,0.00,0.00,0.00
4876,0.0,439.0,O'Brien,3.0,16.0,50.0,0.00,0.00,0.00,0.00
4877,0.0,439.0,O'Brien,3.0,16.0,50.0,0.00,0.00,0.00,0.00
4878,0.0,439.0,O'Brien,3.0,16.0,50.0,0.00,0.00,0.00,0.00
4892,0.0,440.0,Omobamidele,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4893,0.0,440.0,Omobamidele,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4894,0.0,440.0,Omobamidele,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4895,0.0,440.0,Omobamidele,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4909,0.0,441.0,Panzo,2.0,16.0,40.0,0.00,0.00,0.00,0.00
4910,0.0,441.0,Panzo,2.0,16.0,40.0,0.00,0.00,0.00,0.00
4911,0.0,441.0,Panzo,2.0,16.0,40.0,0.00,0.00,0.00,0.00
4912,0.0,441.0,Panzo,2.0,16.0,40.0,0.00,0.00,0.00,0.00
4926,0.0,442.0,Sangaré,3.0,16.0,44.0,0.00,0.00,0.00,0.00
4927,0.0,442.0,Sangaré,3.0,16.0,44.0,0.00,0.00,0.00,0.00
4928,0.0,442.0,Sangaré,3.0,16.0,44.0,0.00,0.00,0.00,0.00
4929,0.0,442.0,Sangaré,3.0,16.0,44.0,0.00,0.00,0.00,0.00
4943,90.0,443.0,Sels,1.0,16.0,47.0,0.00,0.00,0.00,2.41
4944,90.0,443.0,Sels,1.0,16.0,47.0,0.00,0.00,0.00,1.60
4945,90.0,443.0,Sels,1.0,16.0,47.0,0.00,0.00,0.00,0.42
4946,90.0,443.0,Sels,1.0,16.0,47.0,0.00,0.00,0.00,0.72
4960,0.0,444.0,Toffolo,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4961,0.0,444.0,Toffolo,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4962,0.0,444.0,Toffolo,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4963,1.0,444.0,Toffolo,2.0,16.0,42.0,0.00,0.00,0.00,0.00
4977,0.0,445.0,Turner,1.0,7.0,40.0,0.00,0.00,0.00,0.00
4978,0.0,445.0,Turner,1.0,7.0,40.0,0.00,0.00,0.00,0.00
4979,0.0,445.0,Turner,1.0,7.0,40.0,0.00,0.00,0.00,0.00
4980,0.0,445.0,Turner,1.0,7.0,40.0,0.00,0.00,0.00,0.00
4994,0.0,446.0,Ui-jo,4.0,16.0,45.0,0.00,0.00,0.00,0.00
4995,0.0,446.0,Ui-jo,4.0,16.0,45.0,0.00,0.00,0.00,0.00
4996,0.0,446.0,Ui-jo,4.0,16.0,45.0,0.00,0.00,0.00,0.00
4997,0.0,446.0,Ui-jo,4.0,16.0,45.0,0.00,0.00,0.00,0.00
5011,61.0,447.0,Wood,4.0,16.0,66.0,0.50,0.00,0.50,2.10
5012,78.0,447.0,Wood,4.0,16.0,66.0,0.33,0.00,0.33,1.40
5013,90.0,447.0,Wood,4.0,16.0,66.0,0.07,0.01,0.08,0.42
5014,90.0,447.0,Wood,4.0,16.0,66.0,0.30,0.01,0.31,0.72
5028,0.0,448.0,Worrall,2.0,16.0,45.0,0.00,0.00,0.00,0.00
5029,0.0,448.0,Worrall,2.0,16.0,45.0,0.00,0.00,0.00,0.00
5030,0.0,448.0,Worrall,2.0,16.0,45.0,0.00,0.00,0.00,0.00
5031,0.0,448.0,Worrall,2.0,16.0,45.0,0.00,0.00,0.00,0.00
5045,45.0,449.0,Yates,3.0,16.0,49.0,0.00,0.00,0.00,1.96
5046,90.0,449.0,Yates,3.0,16.0,49.0,0.00,0.05,0.05,1.60
5047,67.0,449.0,Yates,3.0,16.0,49.0,0.11,0.01,0.12,0.37
5048,26.0,449.0,Yates,3.0,16.0,49.0,0.00,0.00,0.00,0.17
5062,90.0,573.0,Milenković,2.0,16.0,46.0,0.22,0.00,0.22,2.41
5063,90.0,573.0,Milenković,2.0,16.0,46.0,0.11,0.01,0.12,1.60
5064,90.0,573.0,Milenković,2.0,16.0,46.0,0.48,0.00,0.48,0.42
5065,90.0,573.0,Milenković,2.0,16.0,46.0,0.03,0.00,0.03,0.72
5079,90.0,580.0,Huijsen,2.0,3.0,44.0,0.33,0.01,0.34,0.58
5080,90.0,580.0,Huijsen,2.0,3.0,44.0,0.00,0.03,0.03,1.32
5081,90.0,580.0,Huijsen,2.0,3.0,44.0,0.00,0.01,0.01,2.18
5082,90.0,580.0,Huijsen,2.0,3.0,44.0,0.12,0.02,0.14,2.26
5096,0.0,592.0,J.Araujo,2.0,3.0,43.0,0.00,0.00,0.00,0.00
5097,0.0,592.0,J.Araujo,2.0,3.0,43.0,0.00,0.00,0.00,0.00
5098,0.0,592.0,J.Araujo,2.0,3.0,43.0,0.00,0.00,0.00,0.00
5099,0.0,592.0,J.Araujo,2.0,3.0,43.0,0.00,0.00,0.00,0.00
5113,71.0,596.0,Jota Silva,3.0,16.0,59.0,0.01,0.07,0.08,2.26
5114,67.0,596.0,Jota Silva,3.0,16.0,59.0,0.11,0.51,0.62,1.37
5115,22.0,596.0,Jota Silva,3.0,16.0,59.0,0.00,0.01,0.01,0.05
5116,15.0,596.0,Jota Silva,3.0,16.0,59.0,0.00,0.00,0.00,0.00
5130,0.0,599.0,Dennis,1.0,3.0,40.0,0.00,0.00,0.00,0.00
5131,0.0,599.0,Dennis,1.0,3.0,40.0,0.00,0.00,0.00,0.00
5132,0.0,599.0,Dennis,1.0,3.0,40.0,0.00,0.00,0.00,0.00
5133,0.0,599.0,Dennis,1.0,3.0,40.0,0.00,0.00,0.00,0.00
5147,90.0,82.0,Solanke,4.0,18.0,75.0,0.18,0.04,0.22,3.31
5148,90.0,82.0,Solanke,4.0,18.0,75.0,0.94,0.00,0.94,2.83
5149,81.0,82.0,Solanke,4.0,18.0,75.0,0.28,0.00,0.28,0.83
5150,90.0,82.0,Solanke,4.0,18.0,75.0,0.47,0.17,0.64,4.60
5164,90.0,117.0,Buonanotte,3.0,11.0,49.0,0.00,0.14,0.14,2.58
5165,0.0,117.0,Buonanotte,3.0,11.0,49.0,0.00,0.00,0.00,0.00
5166,31.0,117.0,Buonanotte,3.0,11.0,49.0,0.00,0.00,0.00,0.51
5167,6.0,117.0,Buonanotte,3.0,11.0,49.0,0.00,0.00,0.00,0.06
5181,90.0,285.0,B.Soumaré,3.0,11.0,44.0,0.00,0.00,0.00,3.10
5182,90.0,285.0,B.Soumaré,3.0,11.0,44.0,0.03,0.03,0.06,1.54
5183,0.0,285.0,B.Soumaré,3.0,11.0,44.0,0.00,0.00,0.00,0.00
5184,90.0,285.0,B.Soumaré,3.0,11.0,44.0,0.00,0.06,0.06,1.06
5198,0.0,286.0,Cannon,4.0,11.0,45.0,0.00,0.00,0.00,0.00
5199,0.0,286.0,Cannon,4.0,11.0,45.0,0.00,0.00,0.00,0.00
5200,0.0,286.0,Cannon,4.0,11.0,45.0,0.00,0.00,0.00,0.00
5201,0.0,286.0,Cannon,4.0,11.0,45.0,0.00,0.00,0.00,0.00
5215,0.0,287.0,Choudhury,3.0,11.0,43.0,0.00,0.00,0.00,0.00
5216,0.0,287.0,Choudhury,3.0,11.0,43.0,0.00,0.00,0.00,0.00
5217,58.0,287.0,Choudhury,3.0,11.0,43.0,0.00,0.02,0.02,3.28
5218,37.0,287.0,Choudhury,3.0,11.0,43.0,0.00,0.17,0.17,0.65
5232,90.0,288.0,Coady,2.0,11.0,40.0,0.00,0.00,0.00,3.10
5233,90.0,288.0,Coady,2.0,11.0,40.0,0.00,0.01,0.01,1.54
5234,90.0,288.0,Coady,2.0,11.0,40.0,0.00,0.00,0.00,3.79
5235,90.0,288.0,Coady,2.0,11.0,40.0,0.00,0.14,0.14,1.06
5249,30.0,289.0,Daka,4.0,11.0,48.0,0.14,0.00,0.14,1.29
5250,9.0,289.0,Daka,4.0,11.0,48.0,0.00,0.00,0.00,0.31
5251,31.0,289.0,Daka,4.0,11.0,48.0,0.00,0.00,0.00,0.51
5252,0.0,289.0,Daka,4.0,11.0,48.0,0.00,0.00,0.00,0.00
5266,16.0,290.0,De Cordova-Reid,3.0,11.0,52.0,0.00,0.01,0.01,0.61
5267,28.0,290.0,De Cordova-Reid,3.0,11.0,52.0,0.62,0.00,0.62,0.76
5268,8.0,290.0,De Cordova-Reid,3.0,11.0,52.0,0.00,0.00,0.00,0.16
5269,36.0,290.0,De Cordova-Reid,3.0,11.0,52.0,0.00,0.01,0.01,0.65
5283,30.0,291.0,Faes,2.0,11.0,40.0,0.00,0.01,0.01,1.29
5284,9.0,291.0,Faes,2.0,11.0,40.0,0.00,0.00,0.00,0.31
5285,0.0,291.0,Faes,2.0,11.0,40.0,0.00,0.00,0.00,0.00
5286,45.0,291.0,Faes,2.0,11.0,40.0,0.00,0.01,0.01,0.65
5300,0.0,292.0,Golding,3.0,11.0,44.0,0.00,0.00,0.00,0.00
5301,0.0,292.0,Golding,3.0,11.0,44.0,0.00,0.00,0.00,0.00
5302,0.0,292.0,Golding,3.0,11.0,44.0,0.00,0.00,0.00,0.00
5303,0.0,292.0,Golding,3.0,11.0,44.0,0.00,0.00,0.00,0.00
5317,90.0,293.0,Hermansen,1.0,11.0,45.0,0.00,0.01,0.01,3.10
5318,90.0,293.0,Hermansen,1.0,11.0,45.0,0.00,0.00,0.00,1.54
5319,45.0,293.0,Hermansen,1.0,11.0,45.0,0.00,0.00,0.00,1.50
5320,0.0,293.0,Hermansen,1.0,11.0,45.0,0.00,0.00,0.00,0.00
5334,0.0,294.0,Iversen,1.0,11.0,39.0,0.00,0.00,0.00,0.00
