,minutes_x,playerid,web_name,element_type,team,now_cost,expected_goals.gw,expected_assists.gw,expected_goal_involvements.gw,expected_goals_conceded.gw
10581,90.0,618.0,Georginio,3.0,5.0,54.0,0.00,0.04,0.04,1.31
10582,71.0,618.0,Georginio,3.0,5.0,54.0,0.02,0.00,0.02,1.30
10583,67.0,618.0,Georginio,3.0,5.0,54.0,0.02,0.00,0.02,0.58
10596,90.0,621.0,João Félix,3.0,6.0,60.0,0.69,0.16,0.85,1.56
10597,1.0,621.0,João Félix,3.0,6.0,60.0,0.00,0.00,0.00,0.88
10598,0.0,621.0,João Félix,3.0,6.0,60.0,0.00,0.00,0.00,0.00
10599,0.0,621.0,João Félix,3.0,6.0,60.0,0.00,0.00,0.00,0.00
10612,65.0,619.0,Cajuste,3.0,10.0,45.0,0.00,0.02,0.02,1.24
10613,1.0,619.0,Cajuste,3.0,10.0,45.0,0.00,0.00,0.00,0.65
10614,74.0,619.0,Cajuste,3.0,10.0,45.0,0.00,0.02,0.02,0.52
10615,61.0,619.0,Cajuste,3.0,10.0,45.0,0.05,0.02,0.07,2.23
10628,90.0,625.0,Gündogan,3.0,13.0,65.0,0.06,0.13,0.19,1.04
10629,90.0,625.0,Gündogan,3.0,13.0,65.0,0.13,0.11,0.24,1.34
10630,88.0,625.0,Gündogan,3.0,13.0,65.0,0.00,0.03,0.03,1.53
10631,72.0,625.0,Gündogan,3.0,13.0,65.0,0.00,0.04,0.04,1.59
10644,0.0,626.0,Kaboré,2.0,13.0,45.0,0.00,0.00,0.00,0.00
10645,0.0,626.0,Kaboré,2.0,13.0,45.0,0.00,0.00,0.00,0.00
10646,0.0,626.0,Kaboré,2.0,13.0,45.0,0.00,0.00,0.00,0.00
10647,0.0,626.0,Kaboré,2.0,13.0,45.0,0.00,0.00,0.00,0.00
10659,0.0,628.0,F.Kadıoğlu,2.0,5.0,45.0,0.00,0.00,0.00,0.00
10660,0.0,628.0,F.Kadıoğlu,2.0,5.0,45.0,0.00,0.00,0.00,0.00
10661,0.0,628.0,F.Kadıoğlu,2.0,5.0,45.0,0.00,0.00,0.00,0.00
10662,0.0,628.0,F.Kadıoğlu,2.0,5.0,45.0,0.00,0.00,0.00,0.00
10674,80.0,629.0,O'Riley,3.0,5.0,55.0,0.10,0.24,0.34,0.63
10675,19.0,629.0,O'Riley,3.0,5.0,55.0,0.00,0.02,0.02,1.00
10676,0.0,629.0,O'Riley,3.0,5.0,55.0,0.00,0.00,0.00,0.00
10677,0.0,629.0,O'Riley,3.0,5.0,55.0,0.00,0.00,0.00,0.00
10689,19.0,633.0,Merino,3.0,1.0,60.0,0.07,0.01,0.08,0.08
10690,16.0,633.0,Merino,3.0,1.0,60.0,0.00,0.01,0.01,0.00
10691,68.0,633.0,Merino,3.0,1.0,60.0,0.11,0.17,0.28,0.09
10692,4.0,633.0,Merino,3.0,1.0,60.0,0.00,0.00,0.00,0.04
10704,0.0,638.0,Oulad M'hand,3.0,1.0,45.0,0.00,0.00,0.00,0.00
10705,0.0,638.0,Oulad M'hand,3.0,1.0,45.0,0.00,0.00,0.00,0.00
10706,0.0,638.0,Oulad M'hand,3.0,1.0,45.0,0.00,0.00,0.00,0.00
10707,0.0,638.0,Oulad M'hand,3.0,1.0,45.0,0.00,0.00,0.00,0.00
10719,0.0,639.0,Setford,1.0,1.0,45.0,0.00,0.00,0.00,0.00
10720,0.0,639.0,Setford,1.0,1.0,45.0,0.00,0.00,0.00,0.00
10721,0.0,639.0,Setford,1.0,1.0,45.0,0.00,0.00,0.00,0.00
10722,0.0,639.0,Setford,1.0,1.0,45.0,0.00,0.00,0.00,0.00
10734,90.0,630.0,O'Shea,2.0,10.0,41.0,0.02,0.01,0.03,1.64
10735,90.0,630.0,O'Shea,2.0,10.0,41.0,0.00,0.06,0.06,3.28
10736,90.0,630.0,O'Shea,2.0,10.0,41.0,0.00,0.00,0.00,1.27
10737,90.0,630.0,O'Shea,2.0,10.0,41.0,0.06,0.00,0.06,2.33
10749,65.0,631.0,J.Clarke,3.0,10.0,55.0,0.00,0.03,0.03,1.24
10750,10.0,631.0,J.Clarke,3.0,10.0,55.0,0.03,0.00,0.03,1.42
10751,15.0,631.0,J.Clarke,3.0,10.0,55.0,0.04,0.09,0.13,0.75
10752,0.0,631.0,J.Clarke,3.0,10.0,55.0,0.00,0.00,0.00,0.00
10764,0.0,632.0,Ogbene,3.0,10.0,49.0,0.00,0.00,0.00,0.00
10765,0.0,632.0,Ogbene,3.0,10.0,49.0,0.00,0.00,0.00,0.00
10766,0.0,632.0,Ogbene,3.0,10.0,49.0,0.00,0.00,0.00,0.00
10767,0.0,632.0,Ogbene,3.0,10.0,49.0,0.00,0.00,0.00,0.00
10779,0.0,644.0,Umeh-Chibueze,3.0,7.0,44.0,0.00,0.00,0.00,0.00
10780,0.0,644.0,Umeh-Chibueze,3.0,7.0,44.0,0.00,0.00,0.00,0.00
10781,0.0,644.0,Umeh-Chibueze,3.0,7.0,44.0,0.00,0.00,0.00,0.00
10782,0.0,644.0,Umeh-Chibueze,3.0,7.0,44.0,0.00,0.00,0.00,0.00
10794,14.0,645.0,Devenny,3.0,7.0,45.0,0.00,0.01,0.01,0.06
10795,18.0,645.0,Devenny,3.0,7.0,45.0,0.07,0.06,0.13,0.22
10796,1.0,645.0,Devenny,3.0,7.0,45.0,0.00,0.00,0.00,0.15
10797,22.0,645.0,Devenny,3.0,7.0,45.0,0.00,0.03,0.03,0.15
10809,0.0,646.0,Agbinone,3.0,7.0,45.0,0.00,0.00,0.00,0.00
10810,0.0,646.0,Agbinone,3.0,7.0,45.0,0.00,0.00,0.00,0.00
10811,0.0,646.0,Agbinone,3.0,7.0,45.0,0.00,0.00,0.00,0.00
10812,0.0,646.0,Agbinone,3.0,7.0,45.0,0.00,0.00,0.00,0.00
10824,0.0,647.0,Rodney,3.0,7.0,45.0,0.00,0.00,0.00,0.00
10825,0.0,647.0,Rodney,3.0,7.0,45.0,0.00,0.00,0.00,0.00
10826,0.0,647.0,Rodney,3.0,7.0,45.0,0.00,0.00,0.00,0.00
10827,0.0,647.0,Rodney,3.0,7.0,45.0,0.00,0.00,0.00,0.00
10839,0.0,634.0,G.Nunes,3.0,4.0,49.0,0.00,0.00,0.00,0.00
10840,0.0,634.0,G.Nunes,3.0,4.0,49.0,0.00,0.00,0.00,0.00
10841,0.0,634.0,G.Nunes,3.0,4.0,49.0,0.00,0.00,0.00,0.00
10842,0.0,634.0,G.Nunes,3.0,4.0,49.0,0.00,0.00,0.00,0.00
10854,0.0,637.0,Meupiyou,2.0,20.0,40.0,0.00,0.00,0.00,0.00
10855,0.0,637.0,Meupiyou,2.0,20.0,40.0,0.00,0.00,0.00,0.00
10856,0.0,637.0,Meupiyou,2.0,20.0,40.0,0.00,0.00,0.00,0.00
10857,0.0,637.0,Meupiyou,2.0,20.0,40.0,0.00,0.00,0.00,0.00
10869,90.0,642.0,André,3.0,20.0,50.0,0.00,0.02,0.02,1.02
10870,61.0,642.0,André,3.0,20.0,50.0,0.00,0.02,0.02,0.87
10871,45.0,642.0,André,3.0,20.0,50.0,0.00,0.01,0.01,0.57
10872,90.0,642.0,André,3.0,20.0,50.0,0.00,0.01,0.01,0.81
10884,73.0,635.0,El Khannouss,3.0,11.0,48.0,0.11,0.47,0.58,2.49
10885,80.0,635.0,El Khannouss,3.0,11.0,48.0,0.00,0.05,0.05,1.23
10886,81.0,635.0,El Khannouss,3.0,11.0,48.0,0.05,0.10,0.15,3.63
10887,53.0,635.0,El Khannouss,3.0,11.0,48.0,0.00,0.02,0.02,0.41
10899,0.0,640.0,Swinkels,2.0,2.0,40.0,0.00,0.00,0.00,0.00
10900,0.0,640.0,Swinkels,2.0,2.0,40.0,0.00,0.00,0.00,0.00
10901,0.0,640.0,Swinkels,2.0,2.0,40.0,0.00,0.00,0.00,0.00
10902,0.0,640.0,Swinkels,2.0,2.0,40.0,0.00,0.00,0.00,0.00
10914,0.0,641.0,Zych,1.0,2.0,40.0,0.00,0.00,0.00,0.00
10915,0.0,641.0,Zych,1.0,2.0,40.0,0.00,0.00,0.00,0.00
10916,0.0,641.0,Zych,1.0,2.0,40.0,0.00,0.00,0.00,0.00
10917,0.0,641.0,Zych,1.0,2.0,40.0,0.00,0.00,0.00,0.00
10929,0.0,636.0,Chiesa,3.0,12.0,68.0,0.00,0.00,0.00,0.00
10931,0.0,636.0,Chiesa,3.0,12.0,68.0,0.00,0.00,0.00,0.00
10932,0.0,636.0,Chiesa,3.0,12.0,68.0,0.00,0.00,0.00,0.00
10944,0.0,648.0,Wheatley,4.0,14.0,45.0,0.00,0.00,0.00,0.00
10945,0.0,648.0,Wheatley,4.0,14.0,45.0,0.00,0.00,0.00,0.00
10946,0.0,648.0,Wheatley,4.0,14.0,45.0,0.00,0.00,0.00,0.00
10947,0.0,648.0,Wheatley,4.0,14.0,45.0,0.00,0.00,0.00,0.00
10959,0.0,643.0,Casey,2.0,19.0,40.0,0.00,0.00,0.00,0.00
10960,0.0,643.0,Casey,2.0,19.0,40.0,0.00,0.00,0.00,0.00
10961,1.0,643.0,Casey,2.0,19.0,40.0,0.00,0.00,0.00,0.09
10962,0.0,643.0,Casey,2.0,19.0,40.0,0.00,0.00,0.00,0.00
10973,0.0,657.0,Kacurri,2.0,1.0,40.0,0.00,0.00,0.00,0.00
10974,0.0,657.0,Kacurri,2.0,1.0,40.0,0.00,0.00,0.00,0.00
10975,0.0,657.0,Kacurri,2.0,1.0,40.0,0.00,0.00,0.00,0.00
10976,0.0,657.0,Kacurri,2.0,1.0,40.0,0.00,0.00,0.00,0.00
10987,0.0,658.0,Heaven,2.0,1.0,40.0,0.00,0.00,0.00,0.00
10988,0.0,658.0,Heaven,2.0,1.0,40.0,0.00,0.00,0.00,0.00
10989,0.0,658.0,Heaven,2.0,1.0,40.0,0.00,0.00,0.00,0.00
10990,0.0,658.0,Heaven,2.0,1.0,40.0,0.00,0.00,0.00,0.00
11001,0.0,659.0,Kabia,3.0,1.0,45.0,0.00,0.00,0.00,0.00
11002,0.0,659.0,Kabia,3.0,1.0,45.0,0.00,0.00,0.00,0.00
11003,0.0,659.0,Kabia,3.0,1.0,45.0,0.00,0.00,0.00,0.00
11004,0.0,659.0,Kabia,3.0,1.0,45.0,0.00,0.00,0.00,0.00
11015,61.0,654.0,C.Soler,3.0,19.0,50.0,0.18,0.12,0.30,1.10
11016,63.0,654.0,C.Soler,3.0,19.0,50.0,0.18,0.06,0.24,0.79
11017,55.0,654.0,C.Soler,3.0,19.0,50.0,0.02,0.24,0.26,0.99
11018,0.0,654.0,C.Soler,3.0,19.0,50.0,0.00,0.00,0.00,0.00
11029,90.0,650.0,Lacroix,2.0,7.0,45.0,0.19,0.00,0.19,0.49
11030,90.0,650.0,Lacroix,2.0,7.0,45.0,0.52,0.00,0.52,1.45
11031,90.0,650.0,Lacroix,2.0,7.0,45.0,0.00,0.00,0.00,1.00
11032,90.0,650.0,Lacroix,2.0,7.0,45.0,0.17,0.01,0.18,2.87
11043,90.0,652.0,Ugarte,3.0,14.0,49.0,0.00,0.00,0.00,2.16
11044,75.0,652.0,Ugarte,3.0,14.0,49.0,0.00,0.30,0.30,0.83
11045,90.0,652.0,Ugarte,3.0,14.0,49.0,0.03,0.01,0.04,0.95
11046,54.0,652.0,Ugarte,3.0,14.0,49.0,0.18,0.03,0.21,0.32
11057,45.0,653.0,Morato,2.0,16.0,45.0,0.00,0.01,0.01,0.45
11058,22.0,653.0,Morato,2.0,16.0,45.0,0.00,0.00,0.00,0.23
11059,22.0,653.0,Morato,2.0,16.0,45.0,0.00,0.00,0.00,0.05
11060,90.0,653.0,Morato,2.0,16.0,45.0,0.00,0.00,0.00,0.72
11071,88.0,651.0,Mangala,3.0,8.0,50.0,0.08,0.02,0.10,0.78
11073,90.0,651.0,Mangala,3.0,8.0,50.0,0.00,0.01,0.01,1.22
11074,90.0,651.0,Mangala,3.0,8.0,50.0,0.14,0.00,0.14,0.86
11085,0.0,656.0,Young,3.0,2.0,45.0,0.00,0.00,0.00,0.00
11086,0.0,656.0,Young,3.0,2.0,45.0,0.00,0.00,0.00,0.00
11087,0.0,656.0,Young,3.0,2.0,45.0,0.00,0.00,0.00,0.00
11088,0.0,656.0,Young,3.0,2.0,45.0,0.00,0.00,0.00,0.00
11099,0.0,649.0,Meghoma,2.0,4.0,40.0,0.00,0.00,0.00,0.00
11100,0.0,649.0,Meghoma,2.0,4.0,40.0,0.00,0.00,0.00,0.00
11101,4.0,649.0,Meghoma,2.0,4.0,40.0,0.00,0.00,0.00,0.14
11102,0.0,649.0,Meghoma,2.0,4.0,40.0,0.00,0.00,0.00,0.00
11113,0.0,655.0,Forbs,3.0,20.0,55.0,0.00,0.00,0.00,0.00
11114,0.0,655.0,Forbs,3.0,20.0,55.0,0.00,0.00,0.00,0.00
11115,0.0,655.0,Forbs,3.0,20.0,55.0,0.00,0.00,0.00,0.00
11116,1.0,655.0,Forbs,3.0,20.0,55.0,0.00,0.00,0.00,0.34
11126,0.0,660.0,Jaros,1.0,12.0,40.0,0.00,0.00,0.00,0.00
11128,0.0,660.0,Jaros,1.0,12.0,40.0,0.00,0.00,0.00,0.00
11129,0.0,660.0,Jaros,1.0,12.0,40.0,0.00,0.00,0.00,0.00
11139,0.0,661.0,Yogane,3.0,4.0,45.0,0.00,0.00,0.00,0.00
11140,0.0,661.0,Yogane,3.0,4.0,45.0,0.00,0.00,0.00,0.00
11141,0.0,661.0,Yogane,3.0,4.0,45.0,0.00,0.00,0.00,0.00
11142,0.0,661.0,Yogane,3.0,4.0,45.0,0.00,0.00,0.00,0.00
11151,0.0,662.0,Nichols,2.0,1.0,40.0,0.00,0.00,0.00,0.00
11152,0.0,662.0,Nichols,2.0,1.0,40.0,0.00,0.00,0.00,0.00
11153,0.0,662.0,Nichols,2.0,1.0,40.0,0.00,0.00,0.00,0.00
11154,0.0,662.0,Nichols,2.0,1.0,40.0,0.00,0.00,0.00,0.00
11163,0.0,663.0,Samuels,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11164,0.0,663.0,Samuels,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11165,0.0,663.0,Samuels,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11166,0.0,663.0,Samuels,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11175,0.0,664.0,Pond,2.0,20.0,39.0,0.00,0.00,0.00,0.00
11176,0.0,664.0,Pond,2.0,20.0,39.0,0.00,0.00,0.00,0.00
11177,0.0,664.0,Pond,2.0,20.0,39.0,0.00,0.00,0.00,0.00
11178,0.0,664.0,Pond,2.0,20.0,39.0,0.00,0.00,0.00,0.00
11186,0.0,665.0,Butler-Oyedeji,4.0,1.0,45.0,0.00,0.00,0.00,0.00
11187,0.0,665.0,Butler-Oyedeji,4.0,1.0,45.0,0.00,0.00,0.00,0.00
11188,0.0,665.0,Butler-Oyedeji,4.0,1.0,45.0,0.00,0.00,0.00,0.00
11189,0.0,665.0,Butler-Oyedeji,4.0,1.0,45.0,0.00,0.00,0.00,0.00
11197,0.0,666.0,Kporha,2.0,7.0,40.0,0.00,0.00,0.00,0.00
11198,0.0,666.0,Kporha,2.0,7.0,40.0,0.00,0.00,0.00,0.00
11199,0.0,666.0,Kporha,2.0,7.0,40.0,0.00,0.00,0.00,0.00
11200,10.0,666.0,Kporha,2.0,7.0,40.0,0.00,0.00,0.00,0.06
11207,0.0,667.0,Fletcher,3.0,14.0,45.0,0.00,0.00,0.00,0.00
11208,0.0,667.0,Fletcher,3.0,14.0,45.0,0.00,0.00,0.00,0.00
11209,0.0,667.0,Fletcher,3.0,14.0,45.0,0.00,0.00,0.00,0.00
11210,0.0,667.0,Fletcher,3.0,14.0,45.0,0.00,0.00,0.00,0.00
11216,0.0,669.0,Davies,1.0,12.0,40.0,0.00,0.00,0.00,0.00
11218,0.0,669.0,Davies,1.0,12.0,40.0,0.00,0.00,0.00,0.00
11219,0.0,669.0,Davies,1.0,12.0,40.0,0.00,0.00,0.00,0.00
11225,0.0,668.0,Cahill,1.0,5.0,39.0,0.00,0.00,0.00,0.00
11226,0.0,668.0,Cahill,1.0,5.0,39.0,0.00,0.00,0.00,0.00
11227,0.0,668.0,Cahill,1.0,5.0,39.0,0.00,0.00,0.00,0.00
11228,0.0,668.0,Cahill,1.0,5.0,39.0,0.00,0.00,0.00,0.00
11234,0.0,670.0,Amass,2.0,14.0,40.0,0.00,0.00,0.00,0.00
11235,0.0,670.0,Amass,2.0,14.0,40.0,0.00,0.00,0.00,0.00
11236,0.0,670.0,Amass,2.0,14.0,40.0,0.00,0.00,0.00,0.00
11237,0.0,670.0,Amass,2.0,14.0,40.0,0.00,0.00,0.00,0.00
11242,26.0,674.0,Maghoma,3.0,4.0,45.0,0.00,0.00,0.00,0.74
11243,1.0,674.0,Maghoma,3.0,4.0,45.0,0.00,0.00,0.00,0.00
11244,0.0,674.0,Maghoma,3.0,4.0,45.0,0.00,0.00,0.00,0.00
11245,23.0,674.0,Maghoma,3.0,4.0,45.0,0.00,0.01,0.01,0.11
11250,0.0,671.0,Wright,3.0,13.0,45.0,0.00,0.00,0.00,0.00
11251,0.0,671.0,Wright,3.0,13.0,45.0,0.00,0.00,0.00,0.00
11252,0.0,671.0,Wright,3.0,13.0,45.0,0.00,0.00,0.00,0.00
11253,0.0,671.0,Wright,3.0,13.0,45.0,0.00,0.00,0.00,0.00
11258,0.0,672.0,Simpson-Pusey,2.0,13.0,40.0,0.00,0.00,0.00,0.00
11259,0.0,672.0,Simpson-Pusey,2.0,13.0,40.0,0.00,0.00,0.00,0.00
11260,0.0,672.0,Simpson-Pusey,2.0,13.0,40.0,0.00,0.00,0.00,0.00
11261,0.0,672.0,Simpson-Pusey,2.0,13.0,40.0,0.00,0.00,0.00,0.00
11266,0.0,673.0,Fitzgerald,3.0,14.0,45.0,0.00,0.00,0.00,0.00
11267,0.0,673.0,Fitzgerald,3.0,14.0,45.0,0.00,0.00,0.00,0.00
11268,0.0,673.0,Fitzgerald,3.0,14.0,45.0,0.00,0.00,0.00,0.00
11269,0.0,673.0,Fitzgerald,3.0,14.0,45.0,0.00,0.00,0.00,0.00
11273,0.0,676.0,Marsh,4.0,7.0,45.0,0.00,0.00,0.00,0.00
11274,0.0,676.0,Marsh,4.0,7.0,45.0,0.00,0.00,0.00,0.00
11275,0.0,676.0,Marsh,4.0,7.0,45.0,0.00,0.00,0.00,0.00
11276,0.0,676.0,Marsh,4.0,7.0,45.0,0.00,0.00,0.00,0.00
11280,0.0,675.0,Wilson-Esbrand,2.0,13.0,40.0,0.00,0.00,0.00,0.00
11281,0.0,675.0,Wilson-Esbrand,2.0,13.0,40.0,0.00,0.00,0.00,0.00
11282,0.0,675.0,Wilson-Esbrand,2.0,13.0,40.0,0.00,0.00,0.00,0.00
11283,0.0,675.0,Wilson-Esbrand,2.0,13.0,40.0,0.00,0.00,0.00,0.00
11287,0.0,677.0,Scarles,2.0,19.0,40.0,0.00,0.00,0.00,0.00
11288,0.0,677.0,Scarles,2.0,19.0,40.0,0.00,0.00,0.00,0.00
11289,15.0,677.0,Scarles,2.0,19.0,40.0,0.00,0.00,0.00,0.64
11290,19.0,677.0,Scarles,2.0,19.0,40.0,0.00,0.00,0.00,0.50
11294,0.0,678.0,Bates,3.0,8.0,45.0,0.00,0.00,0.00,0.00
11296,0.0,678.0,Bates,3.0,8.0,45.0,0.00,0.00,0.00,0.00
11297,0.0,678.0,Bates,3.0,8.0,45.0,0.00,0.00,0.00,0.00
11300,0.0,682.0,Edozie,3.0,20.0,45.0,0.00,0.00,0.00,0.00
11301,0.0,682.0,Edozie,3.0,20.0,45.0,0.00,0.00,0.00,0.00
11302,0.0,682.0,Edozie,3.0,20.0,45.0,0.00,0.00,0.00,0.00
11303,0.0,682.0,Edozie,3.0,20.0,45.0,0.00,0.00,0.00,0.00
11306,0.0,679.0,Broggio,3.0,2.0,45.0,0.00,0.00,0.00,0.00
11307,0.0,679.0,Broggio,3.0,2.0,45.0,0.00,0.00,0.00,0.00
11308,0.0,679.0,Broggio,3.0,2.0,45.0,0.00,0.00,0.00,0.00
11309,0.0,679.0,Broggio,3.0,2.0,45.0,0.00,0.00,0.00,0.00
11312,0.0,680.0,Kinsey,2.0,3.0,40.0,0.00,0.00,0.00,0.00
11313,0.0,680.0,Kinsey,2.0,3.0,40.0,0.00,0.00,0.00,0.00
11314,0.0,680.0,Kinsey,2.0,3.0,40.0,0.00,0.00,0.00,0.00
11315,0.0,680.0,Kinsey,2.0,3.0,40.0,0.00,0.00,0.00,0.00
11318,0.0,681.0,McConville,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11319,0.0,681.0,McConville,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11320,0.0,681.0,McConville,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11321,0.0,681.0,McConville,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11324,0.0,683.0,Olusesi,3.0,18.0,45.0,0.00,0.00,0.00,0.00
11325,0.0,683.0,Olusesi,3.0,18.0,45.0,0.00,0.00,0.00,0.00
11326,0.0,683.0,Olusesi,3.0,18.0,45.0,0.00,0.00,0.00,0.00
11327,0.0,683.0,Olusesi,3.0,18.0,45.0,0.00,0.00,0.00,0.00
11330,0.0,684.0,Hardy,2.0,18.0,40.0,0.00,0.00,0.00,0.00
11331,0.0,684.0,Hardy,2.0,18.0,40.0,0.00,0.00,0.00,0.00
11332,0.0,684.0,Hardy,2.0,18.0,40.0,0.00,0.00,0.00,0.00
11333,0.0,684.0,Hardy,2.0,18.0,40.0,0.00,0.00,0.00,0.00
11335,0.0,686.0,Mayers,2.0,19.0,40.0,0.00,0.00,0.00,0.00
11336,0.0,686.0,Mayers,2.0,19.0,40.0,0.00,0.00,0.00,0.00
11337,0.0,686.0,Mayers,2.0,19.0,40.0,0.00,0.00,0.00,0.00
11338,0.0,686.0,Mayers,2.0,19.0,40.0,0.00,0.00,0.00,0.00
11340,0.0,689.0,Williams-Barnett,3.0,18.0,45.0,0.00,0.00,0.00,0.00
11341,0.0,689.0,Williams-Barnett,3.0,18.0,45.0,0.00,0.00,0.00,0.00
11342,0.0,689.0,Williams-Barnett,3.0,18.0,45.0,0.00,0.00,0.00,0.00
11343,0.0,689.0,Williams-Barnett,3.0,18.0,45.0,0.00,0.00,0.00,0.00
11345,0.0,690.0,Amissah,2.0,9.0,40.0,0.00,0.00,0.00,0.00
11346,0.0,690.0,Amissah,2.0,9.0,40.0,0.00,0.00,0.00,0.00
11347,0.0,690.0,Amissah,2.0,9.0,40.0,0.00,0.00,0.00,0.00
11348,0.0,690.0,Amissah,2.0,9.0,40.0,0.00,0.00,0.00,0.00
11350,0.0,685.0,Slater,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11351,0.0,685.0,Slater,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11352,0.0,685.0,Slater,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11353,0.0,685.0,Slater,2.0,5.0,40.0,0.00,0.00,0.00,0.00
11355,0.0,687.0,Winterburn,3.0,3.0,45.0,0.00,0.00,0.00,0.00
11356,0.0,687.0,Winterburn,3.0,3.0,45.0,0.00,0.00,0.00,0.00
11357,0.0,687.0,Winterburn,3.0,3.0,45.0,0.00,0.00,0.00,0.00
11358,0.0,687.0,Winterburn,3.0,3.0,45.0,0.00,0.00,0.00,0.00
11360,0.0,688.0,Nyoni,3.0,12.0,45.0,0.00,0.00,0.00,0.00
11362,0.0,688.0,Nyoni,3.0,12.0,45.0,0.00,0.00,0.00,0.00
11363,0.0,688.0,Nyoni,3.0,12.0,45.0,0.00,0.00,0.00,0.00
11364,0.0,691.0,Kukonki,2.0,14.0,40.0,0.00,0.00,0.00,0.00
11365,0.0,691.0,Kukonki,2.0,14.0,40.0,0.00,0.00,0.00,0.00
11366,0.0,691.0,Kukonki,2.0,14.0,40.0,0.00,0.00,0.00,0.00
11367,0.0,691.0,Kukonki,2.0,14.0,40.0,0.00,0.00,0.00,0.00
11368,0.0,693.0,O'Brien-Whitmarsh,3.0,17.0,45.0,0.00,0.00,0.00,0.00
11369,0.0,693.0,O'Brien-Whitmarsh,3.0,17.0,45.0,0.00,0.00,0.00,0.00
11370,0.0,693.0,O'Brien-Whitmarsh,3.0,17.0,45.0,0.00,0.00,0.00,0.00
11371,0.0,693.0,O'Brien-Whitmarsh,3.0,17.0,45.0,0.00,0.00,0.00,0.00
11372,0.0,692.0,Nallo,2.0,12.0,40.0,0.00,0.00,0.00,0.00
11374,0.0,692.0,Nallo,2.0,12.0,40.0,0.00,0.00,0.00,0.00
11375,0.0,692.0,Nallo,2.0,12.0,40.0,0.00,0.00,0.00,0.00
11376,13.0,699.0,Dorrington,2.0,18.0,40.0,0.00,0.00,0.00,0.04
11377,0.0,699.0,Dorrington,2.0,18.0,40.0,0.00,0.00,0.00,0.00
11378,0.0,700.0,King,2.0,18.0,40.0,0.00,0.00,0.00,0.00
11379,0.0,700.0,King,2.0,18.0,40.0,0.00,0.00,0.00,0.00
11380,0.0,701.0,Orford,3.0,19.0,45.0,0.00,0.00,0.00,0.00
11381,0.0,701.0,Orford,3.0,19.0,45.0,0.00,0.00,0.00,0.00
11382,0.0,695.0,Rak-Sakyi,3.0,6.0,45.0,0.00,0.00,0.00,0.00
11383,0.0,695.0,Rak-Sakyi,3.0,6.0,45.0,0.00,0.00,0.00,0.00
11384,0.0,696.0,George,3.0,6.0,45.0,0.00,0.00,0.00,0.00
11385,0.0,696.0,George,3.0,6.0,45.0,0.00,0.00,0.00,0.00
11386,0.0,697.0,Acheampong,2.0,6.0,40.0,0.00,0.00,0.00,0.00
11387,0.0,697.0,Acheampong,2.0,6.0,40.0,0.00,0.00,0.00,0.00
11388,0.0,694.0,Cartwright,3.0,11.0,45.0,0.00,0.00,0.00,0.00
11389,0.0,694.0,Cartwright,3.0,11.0,45.0,0.00,0.00,0.00,0.00
11390,0.0,698.0,Mubama,4.0,13.0,45.0,0.00,0.00,0.00,0.00
11391,0.0,698.0,Mubama,4.0,13.0,45.0,0.00,0.00,0.00,0.00
